#{"t_start": 1768398537.5001783, "env_id": "None"}
2439.034406,348,4179.546344
267.906059,120,4180.820443
2554.912686,505,4186.269763
2435.334182,348,4190.005655
2471.731541,385,4194.189766
2554.257992,350,4197.866194
2439.519875,401,4202.143482
945.206567,151,4203.734557
2477.248904,338,4207.390577
2543.595225,372,4211.377504
2601.165265,350,4215.125449
2524.863753,391,4219.366346
2415.98033,367,4223.366064
2502.903144,372,4227.332098
2670.989906,368,4231.499043
2504.172627,319,4235.269268
2701.181075,409,4239.942418
2476.681312,335,4243.847958
2562.008731,336,4247.851912
1116.62482,187,4250.067277
2534.161139,323,4253.850635
707.711824,118,4255.173781
2383.52013,333,4258.891013
2506.555602,383,4263.227705
2363.38059,340,4267.221165
1590.525939,230,4274.893852
2912.85606,577,4281.494308
2562.752485,387,4285.791904
2692.304255,480,4291.056181
2666.244029,366,4295.057404
2488.8604,377,4299.168081
2327.379136,480,4304.430526
1996.94677,425,4309.029848
2428.313842,362,4312.951964
2470.556224,366,4317.497201
2288.509334,354,4322.45882
2578.804694,355,4327.19634
2516.776181,366,4332.118713
2588.352969,337,4336.679814
2317.275665,352,4341.222078
2310.804786,367,4346.184228
2528.748718,370,4351.324543
2295.080746,366,4356.235169
2201.570573,362,4361.070992
2693.681388,401,4366.599579
2434.815826,340,4371.044056
2316.779514,401,4376.480224
2623.031552,347,4381.296604
2479.178425,329,4385.520301
2583.307015,341,4390.030276
2435.780051,355,4394.572043
2328.080995,420,4400.066745
52.121459,17,4415.573207
35.202999,50,4416.168146
2415.529171,401,4420.526659
2385.491756,565,4426.768718
89.740766,227,4429.243163
2344.444832,320,4432.902685
2621.938539,353,4437.481817
2475.0297,348,4442.023967
2583.709898,590,4449.499159
2379.98315,314,4453.734424
2380.176228,381,4458.537865
2361.837543,389,4462.91591
2211.373996,332,4466.811437
2512.984813,421,4471.997366
2456.265433,387,4476.894577
2477.997688,327,4481.139324
2456.557998,368,4485.93879
2414.314829,351,4490.863955
2175.711357,333,4494.998394
2265.205067,373,4498.996578
2236.879329,379,4503.088471
2516.020487,344,4506.808915
2485.167243,361,4510.673191
2632.658347,358,4514.539817
2518.767354,384,4518.660895
2486.740404,372,4522.68627
2367.486785,364,4526.59346
2301.14864,377,4530.612384
672.565823,231,4537.981917
-92.098377,90,4539.004921
2112.462303,439,4543.777003
237.003059,66,4544.490423
402.245912,108,4545.671819
356.473196,89,4546.668205
372.592154,211,4548.943016
240.668025,128,4550.31791
214.954734,155,4551.987553
470.626157,116,4553.234697
2398.353879,344,4556.984736
591.018532,168,4558.78721
745.081313,153,4560.4321
2537.236933,352,4564.373908
716.413398,129,4565.793216
2575.473512,351,4569.567065
2492.052211,392,4573.812934
802.055792,246,4576.467468
2183.908467,398,4580.722447
1142.893639,188,4582.740128
1059.011816,239,4585.319077
1052.614007,213,4587.635831
2403.056167,338,4591.343804
2559.38718,341,4595.07938
2540.73787,325,4598.608711
2504.942652,407,4603.002787
2382.141376,375,4607.013759
2599.611246,358,4610.828889
2518.293671,317,4614.227012
2337.698483,388,4618.403133
945.36206,250,4621.088593
2625.528365,360,4624.98345
2667.452729,355,4628.734594
2587.444977,335,4632.346782
2086.045917,362,4636.204612
2404.467265,343,4639.838408
2367.15353,348,4643.597261
1606.131613,223,4650.037525
97.4358,54,4650.690422
-34.666225,74,4651.503695
265.37461,80,4652.368677
2503.339884,402,4656.732386
-17.950818,99,4657.785203
2440.025728,356,4661.624565
2436.923696,516,4667.411402
189.26985,114,4668.606814
2482.932035,342,4672.248791
2479.947065,336,4676.184507
2187.411696,372,4681.191399
544.032334,134,4683.109537
2059.250208,381,4688.385488
2278.268228,322,4692.728641
2292.339796,366,4697.919615
2376.534979,357,4702.578159
2433.292573,369,4707.577399
2535.212775,324,4712.022124
2526.037938,358,4716.803571
2558.664726,364,4721.454094
2425.035267,366,4726.462819
2778.000851,405,4731.587725
2586.157204,354,4736.183691
2264.767945,389,4741.300641
2532.764609,339,4745.751551
2335.484768,351,4750.127689
2300.228748,347,4754.826183
2429.162768,351,4759.253733
593.059985,118,4760.704578
2475.403998,379,4765.282215
2483.982668,386,4769.35853
2505.018413,330,4772.814235
939.275102,165,4779.422456
-7.701941,76,4780.296197
2681.588314,405,4784.513499
2781.900867,425,4788.981072
2399.932505,371,4792.900785
2445.194369,331,4797.037925
2262.855011,491,4803.262012
2608.817399,392,4808.503292
2436.507973,351,4812.889629
2230.826158,330,4817.259044
1993.409111,429,4822.768894
2687.990074,373,4827.532703
2504.057199,342,4831.77836
2456.27104,394,4837.151255
2606.3786,346,4841.518355
2366.273111,360,4846.294998
2290.297001,363,4851.114558
1720.770628,378,4855.806062
2417.813251,361,4860.123619
2775.695451,383,4864.775294
2162.902376,374,4869.32814
2608.947934,376,4873.773352
2529.712729,337,4878.007816
2366.342286,324,4881.818536
2377.169831,404,4886.485454
2546.952898,333,4889.994763
2384.617107,341,4893.610156
-237.378476,66,4894.318952
2501.427963,375,4898.291723
917.826622,169,4904.356325
24.196517,55,4905.0018
-322.067514,48,4905.482824
2684.783279,441,4910.130867
2511.263759,378,4914.119216
2604.986659,367,4918.016416
2514.037942,345,4921.624346
2477.988948,326,4925.121945
2499.147813,378,4929.100079
2473.330245,346,4932.700164
2593.880966,356,4936.462938
2550.588106,321,4939.825642
2568.240106,348,4943.464202
2400.821161,312,4946.737969
2699.439238,382,4950.78282
2615.218638,372,4954.703969
2378.860498,360,4958.495513
2350.324486,338,4962.069705
2539.060035,335,4965.617477
2393.79119,316,4968.93742
2485.420448,318,4972.287168
2316.749861,310,4975.577346
2269.206101,327,4979.0212
2434.266329,347,4982.702013
2424.175058,334,4986.257733
2585.493678,330,4989.721182
2366.192956,367,4993.560707
2405.564549,352,4997.260217
2500.458698,393,5001.478066
2417.535249,373,5005.394943
2605.401698,354,5009.146136
506.189565,71,5012.229057
332.998729,144,5013.763712
2564.770623,405,5018.159596
2173.320162,499,5023.568351
2209.847548,396,5027.75671
2227.731238,465,5032.694004
2355.835618,359,5037.197431
531.443395,97,5038.44843
2661.117644,563,5045.86093
2054.76176,691,5054.795475
2362.464798,361,5059.583557
2333.222585,401,5064.676578
2209.573163,379,5069.619742
2256.444042,392,5074.668919
2408.532291,371,5079.498765
2321.260659,314,5083.331913
2330.442352,321,5087.477701
2272.323211,322,5091.669302
2492.830814,335,5095.911877
2547.148758,578,5103.247023
2262.136303,341,5107.711361
2423.544422,389,5112.542315
2355.915783,353,5117.028059
2326.444613,397,5122.120848
2254.060842,331,5125.810961
2338.033637,325,5129.109118
2085.365298,398,5133.295689
358.971308,73,5138.912858
2047.933563,717,5146.438281
414.160283,116,5147.645828
2405.625156,374,5151.497406
2473.340188,372,5155.596618
205.861417,296,5159.511493
2535.26975,359,5164.10428
2330.372173,380,5168.851355
2392.692577,362,5173.589545
2577.558373,399,5178.457835
2536.769797,425,5183.996062
2511.512746,324,5188.239974
2285.607218,358,5192.881227
2522.455845,333,5197.096206
2349.998478,345,5201.630145
2569.074934,353,5206.141355
253.498244,70,5207.013166
2491.571455,322,5211.123524
229.941781,76,5212.110087
808.549293,227,5215.021193
2567.859739,366,5219.776486
2088.331735,361,5224.328308
2538.833078,321,5228.273032
2328.304398,365,5233.053172
2374.986076,354,5237.332144
2352.87743,475,5243.417529
2579.855497,359,5247.223931
2428.060317,363,5250.934067
2318.30941,331,5254.297197
2589.135302,378,5258.184263
608.795485,119,5263.116942
62.691508,76,5263.914174
-25.03367,115,5265.10766
2435.913119,397,5269.214586
2654.520243,379,5273.09556
2551.678595,401,5277.280314
2556.695469,388,5281.381127
2563.641986,369,5285.301109
2501.727589,350,5288.994495
505.524643,106,5290.125797
1780.519147,398,5294.397171
2374.649137,339,5297.901651
2347.239916,345,5301.525126
959.977093,135,5302.973483
2092.139373,312,5306.258888
2512.232976,331,5309.798123
2612.237822,396,5313.960385
2583.580449,380,5317.809397
2625.227815,369,5321.550887
2440.457901,308,5324.650336
2557.856644,378,5328.536588
2529.86971,315,5331.742062
517.159339,134,5333.106467
2526.273008,397,5337.206562
2362.904117,366,5341.204861
2562.848271,335,5344.864527
2632.045535,340,5348.584942
2382.949395,382,5352.782831
2552.287341,325,5356.297601
2404.778604,353,5360.187853
2418.579741,325,5363.531024
2547.087304,360,5367.169494
639.843081,96,5372.51434
111.490576,70,5373.293782
109.433269,244,5375.843462
2480.83473,377,5379.743483
2230.389653,399,5383.847641
217.168921,128,5385.160138
2495.220307,366,5388.941617
2428.293246,391,5392.990079
359.209493,139,5394.554335
2564.043499,346,5398.882735
2564.097664,343,5403.283343
2621.328554,362,5408.099757
2299.488915,345,5412.400392
2378.340201,375,5417.306591
2453.112921,381,5422.125557
2631.909156,379,5426.967456
2346.143366,331,5431.145339
2326.188741,333,5435.635622
2516.278593,362,5440.313156
406.187423,96,5441.50165
2554.110128,338,5445.881119
2474.965127,330,5450.193207
2381.032191,345,5454.5449
2466.710233,331,5458.801644
2550.034486,366,5463.544277
2748.528812,403,5468.854746
2518.759033,340,5473.064682
2313.804512,329,5477.37068
2274.573981,353,5481.857686
2538.050655,435,5486.598284
2255.972884,356,5490.269763
2044.830779,307,5498.101475
-427.581823,174,5499.975052
2601.880654,357,5503.64764
65.512372,23,5503.879837
76.960324,23,5504.116055
2420.609785,363,5507.82251
-90.021719,57,5508.389668
-624.065175,94,5509.357941
2420.915157,360,5513.030151
2450.931225,307,5516.846145
2130.861837,332,5521.224492
2322.124279,423,5526.603883
2608.82382,359,5531.371495
2491.552909,329,5535.492173
2449.96407,316,5539.484859
2405.335317,393,5544.701082
2452.934754,422,5550.325248
2363.756069,341,5554.517279
2559.455692,376,5559.4124
2449.927264,333,5563.750614
2572.866607,436,5569.217322
2376.6968,323,5573.467713
2208.099674,371,5578.375089
2600.718465,399,5583.335406
2593.400823,378,5588.008094
2490.187619,317,5592.170833
2425.141194,290,5595.656173
2542.721673,351,5600.022318
2529.8505,317,5604.080512
2382.211951,343,5607.691713
2437.247538,296,5610.767225
2343.781515,335,5614.24531
2430.748225,332,5617.760682
839.613533,130,5622.938915
93.525326,44,5623.426077
26.214551,42,5623.852033
2201.838349,591,5630.16493
2498.113948,366,5633.906483
2450.881233,309,5637.138266
2445.726442,307,5640.40338
2118.404914,320,5643.857654
2481.603091,381,5647.898572
2494.358455,362,5651.778563
2381.209888,337,5655.332865
2439.852197,363,5659.061824
2260.190948,336,5662.520541
2203.721234,382,5666.558471
2471.370013,322,5670.018302
2076.628861,364,5673.909494
2259.178803,381,5677.928329
2482.194739,320,5681.133547
2035.991649,405,5685.216528
2646.21643,340,5688.637457
2431.527549,315,5691.798174
2159.960757,323,5695.061213
2526.204854,342,5698.525723
2226.987286,311,5701.75981
2385.805241,302,5704.94767
2029.41661,304,5708.207585
218.501536,48,5708.721047
2410.278171,349,5712.440535
2329.298311,412,5716.78167
2329.459488,383,5720.864278
2533.334348,314,5724.123132
2133.550913,325,5731.936141
2247.430628,399,5736.118624
2082.809295,425,5740.481244
2470.242066,379,5744.382446
127.45905,99,5745.396353
46.65669,51,5745.916594
2403.420635,368,5749.693754
2394.764562,353,5753.333586
2433.543951,298,5757.014327
481.961771,71,5757.916837
2516.530221,331,5762.168262
2355.758022,340,5766.711446
1731.79027,356,5771.205314
2293.186594,408,5776.589043
519.479073,99,5777.911055
2602.585673,355,5782.358877
2370.992352,401,5787.451263
2362.317909,353,5792.066247
2190.727923,375,5797.092388
2554.487825,356,5801.634535
2293.54098,328,5806.010849
2025.402618,333,5810.35863
2239.487743,327,5814.500171
2191.526579,295,5818.177862
2326.723595,380,5823.111745
2154.915125,360,5827.842609
2531.031531,376,5832.503183
2365.443076,317,5836.723847
2497.708832,334,5840.99805
2641.882176,373,5845.333608
2544.753147,366,5849.117266
2074.559734,322,5852.412957
536.52244,72,5856.71481
1764.70638,455,5861.490032
2315.375669,366,5865.324987
57.965488,43,5865.796589
2364.582183,418,5870.13518
2252.0837,311,5873.354643
2508.819185,345,5877.848167
2241.591189,346,5882.353934
2652.126909,354,5886.891636
2680.502201,343,5891.468771
2294.358994,367,5896.054361
2668.047573,379,5901.014108
2229.655562,354,5905.752445
2272.090731,327,5910.13842
2188.418664,397,5915.154509
2399.695378,304,5919.195637
2434.198174,361,5923.910673
2361.103224,333,5928.113741
2219.766021,365,5932.988481
2352.129223,365,5937.884949
2249.25857,365,5942.571438
2479.208274,323,5946.513209
2565.971546,367,5951.375705
2264.443157,369,5955.920475
2495.525609,355,5960.437159
2324.236819,314,5964.420222
2219.500941,332,5967.851208
2595.603161,467,5972.809652
2491.387823,342,5976.460763
1748.93825,233,5983.496741
157.549215,104,5984.657418
555.318514,1148,5996.831563
2446.210114,325,6000.284045
882.080063,148,6001.840472
2563.140749,331,6005.334355
2576.799869,336,6008.82876
2465.880854,401,6013.111796
2573.893332,326,6016.557832
2346.057832,364,6020.312976
2281.519824,362,6024.076655
1942.655711,321,6027.410761
2386.263308,346,6030.981259
2568.636104,382,6034.930118
2328.741417,376,6038.829731
2257.944003,323,6042.160963
2313.375104,332,6045.56058
2264.636792,337,6048.969368
2416.787449,389,6052.921825
2637.613404,367,6056.673833
2224.161576,346,6060.232442
2486.746579,344,6063.779306
2581.306145,358,6067.544331
2390.091958,327,6071.013486
2251.191211,306,6074.206581
2495.171977,327,6077.631628
2514.976276,335,6081.156439
2427.700746,322,6084.525873
2100.67581,317,6091.083701
34.036463,37,6091.525287
160.572471,97,6092.485433
2557.958,385,6096.474976
198.776768,56,6097.039693
2666.106366,404,6101.126062
2556.405665,357,6104.795557
2635.575496,472,6109.595394
2375.701564,293,6112.600608
51.614467,56,6113.151831
2412.329895,338,6117.176965
2675.879597,343,6121.650692
187.764564,80,6122.728026
73.106355,165,6124.955203
2188.61337,346,6129.381008
2327.380352,335,6133.713977
2535.00199,360,6138.498672
2782.975841,399,6143.4327
2322.155687,375,6148.237072
1578.659239,408,6153.698161
2467.782582,346,6158.25594
2177.831391,314,6162.285815
2493.418181,403,6167.69283
2421.730021,335,6171.873649
2574.274244,367,6176.47006
2513.100558,326,6180.640884
2342.961253,335,6185.093802
2192.938038,364,6189.745526
2575.133269,404,6195.038262
2621.551327,395,6200.118119
2525.94474,390,6204.711228
2453.819165,360,6208.3769
2537.782491,320,6211.631392
206.065099,35,6214.199564
-81.915367,57,6214.829883
178.416134,147,6216.320868
163.776229,108,6217.39547
2424.319927,376,6221.206481
40.617923,144,6222.681628
2617.953733,420,6227.012984
2576.080369,336,6230.452392
2325.60104,381,6234.58233
2582.898995,334,6238.988868
2179.180994,427,6244.33191
2268.197611,358,6249.068993
2496.686482,446,6254.668469
314.922726,158,6256.607231
2152.457979,306,6260.59604
611.009642,205,6263.280548
2387.235245,353,6267.916795
-15.200766,397,6273.103381
2483.358226,338,6277.472655
2539.919413,326,6281.794273
2193.011043,352,6286.174939
2568.127189,434,6291.855783
2515.4935,352,6296.503303
2120.096333,501,6302.992144
2473.21461,376,6307.750968
1997.031223,394,6312.857195
2506.227955,318,6316.710741
2645.823323,415,6322.11199
2469.442459,342,6325.936658
2579.877204,362,6329.582909
786.288172,323,6332.919429
1461.201434,214,6338.151407
2640.105877,446,6342.810895
2338.964938,388,6346.888824
2174.186538,431,6351.377051
2381.35419,373,6355.237751
72.649265,89,6356.154243
261.853233,102,6357.191204
266.419866,76,6357.964917
311.789233,58,6358.58246
293.055607,206,6360.781131
2420.792803,371,6364.823401
440.168403,239,6367.600323
2591.741224,407,6371.929421
1070.277592,194,6374.172224
2537.975443,370,6378.037593
2337.559232,362,6381.859005
802.706539,169,6383.882545
2161.927265,449,6388.632344
1049.372137,173,6390.509461
2217.014596,364,6394.298393
2126.056315,352,6397.979428
2517.151806,370,6401.782997
2560.964444,360,6405.458474
2591.168273,572,6411.298328
2499.544381,352,6414.907983
1511.378888,353,6418.518284
2395.94914,362,6422.238885
1322.51537,423,6426.673611
1667.939673,396,6430.842381
2554.715004,351,6434.482286
2123.88438,367,6438.343273
2538.034691,325,6441.718656
884.777276,150,6447.712424
163.867481,62,6448.399079
105.743554,99,6449.421661
-47.817386,102,6450.445352
220.799939,109,6451.56828
2584.739856,376,6455.394909
301.448735,66,6456.054589
2157.657425,338,6459.47715
2593.252054,352,6463.097345
2493.532494,357,6466.745451
2573.283402,354,6470.337141
2396.09847,361,6474.070367
2551.784437,349,6478.466384
2688.973644,465,6484.67754
2508.859552,308,6488.576624
2465.963746,338,6492.960281
2468.895996,318,6497.19428
2483.559511,393,6502.060005
2315.667182,327,6506.222002
2539.275946,357,6510.858453
2366.140131,361,6515.701072
2417.191388,342,6520.062601
2498.569999,308,6524.178826
2589.112951,330,6528.516522
2497.657188,312,6532.380279
2560.260601,330,6536.561169
2920.159737,450,6542.397847
1571.24673,292,6546.196923
2541.631895,322,6550.230751
2471.59569,317,6554.394668
2499.343407,304,6558.293538
2365.944227,291,6561.848847
2254.791721,349,6565.81728
1685.549321,261,6572.562421
-2122.49154,466,6577.497902
2285.641447,574,6583.404
369.052345,82,6584.261094
2252.050018,327,6587.648414
2653.907528,339,6591.14753
404.857755,109,6592.254967
2367.056336,345,6596.434548
194.979444,130,6598.148189
2283.722463,327,6602.22426
2532.673847,370,6607.123693
2515.075343,320,6611.297842
2335.668761,399,6616.258191
2481.618902,364,6621.126903
2721.370005,436,6626.741919
2713.020423,408,6631.92636
311.290288,108,6633.302158
337.624049,151,6635.329959
614.66933,90,6636.518452
317.767076,148,6638.501179
2345.77385,316,6642.533968
2262.834432,346,6646.930893
2425.819649,337,6651.408093
2614.434589,341,6655.77305
2531.379713,437,6661.351668
2531.148081,383,6666.309032
2521.905026,371,6671.11288
2296.596138,337,6675.202172
2402.954288,338,6679.619281
2536.066701,304,6683.478959
2087.687512,345,6687.049655
2565.698389,321,6690.359463
1823.269748,331,6698.642607
77.580141,42,6699.114688
-29.489355,63,6699.727787
44.300269,48,6700.206325
72.157251,50,6700.710355
14.325713,75,6701.492932
-267.95905,123,6702.762024
150.916901,114,6703.934221
514.932985,203,6706.043616
2355.864476,407,6710.26182
2530.871794,367,6714.086337
2545.943109,334,6717.510241
2585.59786,374,6721.421772
2278.885056,529,6726.908322
2445.862431,383,6730.954139
2332.799904,359,6734.647099
2574.892798,528,6740.148492
2561.087708,308,6743.288608
2611.586818,424,6747.643625
1001.899631,199,6749.682985
2569.171345,372,6753.547892
2284.878538,346,6757.137406
2372.913068,387,6761.076661
2442.593921,348,6764.662729
2431.59863,337,6768.060638
2564.918496,405,6772.15154
2278.367123,428,6776.543353
994.598104,185,6778.444589
2553.688889,307,6781.592118
2541.270461,319,6784.854699
2502.754347,348,6788.454854
2360.301859,342,6792.106852
555.785747,352,6795.897156
1859.764075,424,6800.392664
996.944807,170,6806.311102
77.590877,133,6807.755772
2442.510763,331,6811.151112
2295.527915,321,6814.418366
2672.332944,364,6818.140363
2401.700536,341,6821.604555
2105.549855,414,6825.800776
2288.928884,322,6829.069431
2510.609587,321,6832.323175
2301.021024,409,6837.107406
2433.739948,385,6842.235093
2336.688591,339,6846.529661
2375.591506,331,6850.805814
2629.549182,367,6855.676418
2409.09562,383,6860.485312
2511.91521,321,6864.712435
2459.554039,329,6869.009264
2508.061548,325,6873.361223
2591.401624,499,6879.752608
2619.686587,368,6884.665043
2384.614557,345,6889.035542
2549.882541,353,6893.657837
678.818209,210,6896.31611
2106.070379,315,6900.487278
2416.592137,296,6904.311172
2619.388934,383,6909.100693
2411.445939,341,6913.648465
2494.470964,301,6917.469656
2540.054607,344,6921.797679
2428.279164,306,6925.380539
1607.533154,203,6931.366075
80.060372,42,6931.855864
-729.084599,1155,6943.776769
218.040651,125,6945.076702
2474.768699,364,6948.780945
2571.242303,320,6952.094217
2466.773548,326,6955.903507
2322.090585,323,6959.92004
2465.045519,352,6964.47054
2497.689597,397,6969.570478
2493.833001,377,6974.265154
2157.489353,358,6978.996641
2524.798766,323,6983.041138
2488.00169,457,6988.829068
2379.909008,344,6993.337043
2521.95639,350,6998.008187
2300.791562,389,7002.825031
2208.232225,316,7006.98832
2443.821249,343,7011.437219
2244.805208,368,7016.140152
2024.638578,338,7020.353703
2450.426812,318,7024.558988
269.806748,159,7026.654448
2582.312713,376,7031.240443
2544.127294,343,7035.633063
2507.392525,329,7039.940269
2537.198729,309,7043.657563
2606.325338,320,7046.893189
2549.493445,327,7050.172037
621.101608,152,7055.77182
-60.795368,37,7056.203363
5.380996,17,7056.365598
17.115835,19,7056.555365
-44.33655,16,7056.713337
2326.588547,477,7061.642524
2664.626607,384,7065.70418
2540.841261,408,7069.969379
2458.432682,321,7073.389468
2602.264,384,7077.395649
205.97978,65,7078.036394
2691.817216,487,7083.129665
2451.054077,370,7087.058146
88.582528,269,7089.923127
2663.439379,367,7093.844493
2565.640718,320,7097.284104
2682.687392,377,7101.317038
2333.46038,364,7105.131706
535.739366,138,7106.576766
2338.530421,340,7110.093562
2014.204978,1043,7120.916316
2526.192059,340,7124.499614
2336.941011,313,7127.701815
2608.761454,335,7131.117723
2276.300024,304,7134.236715
2291.017494,325,7137.57754
2637.223063,323,7140.883623
2464.642262,305,7143.991806
2219.324005,366,7147.760501
2437.676735,368,7151.559837
2622.405968,430,7156.029832
2555.845024,306,7159.184908
348.950528,82,7164.026937
-17.867963,74,7164.8194
2371.404115,348,7168.384118
2503.775028,358,7172.033345
2513.075348,356,7175.653398
2266.225414,347,7179.240559
2544.316805,340,7182.723359
2559.85544,318,7185.935524
2540.24185,348,7189.489384
2322.503642,318,7192.717788
2604.762861,371,7197.217112
2571.381863,325,7201.487427
2335.813953,301,7205.318867
2456.214636,303,7209.332157
2540.808251,329,7213.688802
2518.563411,411,7218.896947
2398.370223,342,7223.4572
2432.666277,367,7228.333693
2421.123145,394,7233.490915
2697.523283,322,7237.541606
2168.790578,369,7242.449229
2466.295795,337,7246.689441
2501.167606,361,7251.324778
2465.316299,339,7255.779042
2316.681676,309,7259.88462
2557.222795,338,7264.19594
2531.357037,294,7267.877729
2549.957861,313,7272.032577
2339.267882,310,7275.939179
2317.185284,314,7279.829874
2582.385646,351,7284.307456
589.097673,93,7288.447498
76.409358,53,7289.036284
2419.392408,374,7292.862522
2265.218043,302,7295.995695
2759.546249,411,7300.219047
2668.756702,411,7304.451102
2571.357086,447,7309.075733
2636.282535,349,7312.659423
2403.446469,352,7316.775032
2552.05547,386,7321.730223
2585.875145,378,7326.771436
2317.882944,364,7331.402012
304.385494,126,7333.036184
2311.830123,424,7338.65147
2368.334585,358,7343.110711
2299.627928,338,7347.413058
611.751539,133,7349.095231
607.485713,141,7350.949175
2605.391416,346,7355.612417
1158.65433,244,7358.761635
2325.722268,376,7363.597563
2576.779761,380,7368.666383
2445.859689,365,7373.230933
1025.469255,377,7377.963828
1256.902375,202,7380.517606
2530.454712,335,7385.015419
161.764476,360,7389.56409
2313.299887,323,7393.614989
2467.688703,372,7398.448778
2552.422407,331,7402.439809
864.712116,464,7407.436639
1011.807804,178,7413.134179
-49.962748,83,7413.998629
2606.573144,371,7417.7909
2568.958118,325,7421.145119
2307.291475,286,7424.134877
2307.50352,374,7428.026857
2456.258947,308,7431.232463
2545.603139,355,7434.908405
